MbdID,INDEX,MbdName,CategoryName,Numerical Distribution
20083335,CERVEZAS,TOTAL SANTANDERES TRADICIONAL,CERVEZAS,0.7042
20083675,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) COLOMBIA ANTIG DEF,CERVEZAS,1
20083485,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ANTIOQUIA ANTIG DEF,CERVEZAS,1
20035054,CERVEZAS,SANTANDERES TRADICIONALES + CONS LOCAL,CERVEZAS,0.6443
20083532,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES,CERVEZAS,0.708
20035056,CERVEZAS,ANTIOQUIA-CHOCO TRADICIONALES + CONS LOCAL,CERVEZAS,0.7656
20083597,CERVEZAS,AUTOSERVICIOS CUNDI_BOY,CERVEZAS,1
20083225,CERVEZAS,TOTAL ATLANTICO CONVENIENCE,CERVEZAS,1
20004016,CERVEZAS,AUTOSERVICIOS ANTIOQUIA-CHOCO,CERVEZAS,1
20083716,CERVEZAS,ANTIOQUIA_CHOCO TRADICIONALES + CONS LOCAL,CERVEZAS,0.7656
20083564,CERVEZAS,TOTAL LLANOS CONVENIENCE,CERVEZAS,1
20003879,CERVEZAS,CONS LOCAL ORIENTE ANTIG DEF,CERVEZAS,0.5869
20201482,CERVEZAS,AM VILLAVICENCIO TRADICIONALES_CERV,CERVEZAS,0.765
20083596,CERVEZAS,CONS LOCAL PACIFICO,CERVEZAS,0.4703
20083603,CERVEZAS,CONSUMO LOCAL COLOMBIA ANTIG DEF,CERVEZAS,0.5539
20083531,CERVEZAS,TOTAL BOGOTA TRADICIONALES,CERVEZAS,0.7638
20126331,CERVEZAS,NEW_AUTOSERVICIOS ORIENTE ANTIG DEF_75,CERVEZAS,1
20083478,CERVEZAS,LICORERIAS COLOMBIA,CERVEZAS,1
20035051,CERVEZAS,TRADICIONALES + CONS LOCAL COLOMBIA,CERVEZAS,0.6356
20199298,CERVEZAS,AM VILLAVICENCIO RESTO,CERVEZAS,1
20201427,CERVEZAS,DPTO BOLIVAR CORDOBA SUCRE_CERV,CERVEZAS,0.5228
20126318,CERVEZAS,NEW_TOTAL CALI_75,CERVEZAS,0.6897
20004028,CERVEZAS,CONS LOCAL ATLANTICO,CERVEZAS,0.5955
20003953,CERVEZAS,TRADICIONALES + LICORERIAS EJE CAFETERO,CERVEZAS,0.8222
20083479,CERVEZAS,TOTAL ATLANTICO,CERVEZAS,0.5643
20083210,CERVEZAS,CONS LOCAL ATLANTICO,CERVEZAS,0.5955
20003919,CERVEZAS,TOTAL  BOGOTA  NORTE,CERVEZAS,0.6123
20126381,CERVEZAS,NEW_TOTAL BARRANQUILLA_75,CERVEZAS,0.6423
20003983,CERVEZAS,TOTAL MEDELLIN TRADICIONALES GRANDE,CERVEZAS,0.9639
20165892,CERVEZAS,COL R CENTRO + EJE CAFETERO+ LLANOS + SANTANDERES LICORERIAS,CERVEZAS,1
20003970,CERVEZAS,TOTAL MEDELLIN METRO,CERVEZAS,0.773
20083342,CERVEZAS,LICORERIAS PACIFICO,CERVEZAS,1
20126322,CERVEZAS,NEW_TOTAL ANTIOQUIA_CHOCO_75,CERVEZAS,0.7845
20083220,CERVEZAS,TOTAL CARTAGENA METRO,CERVEZAS,0.651
20083339,CERVEZAS,CONS LOCAL CUNDI_BOY,CERVEZAS,0.538
20083546,CERVEZAS,AUTOSERVICIOS PACIFICO ANTIG DEF,CERVEZAS,1
20083284,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES PEQUE?,CERVEZAS,0.5319
20083282,CERVEZAS,TOTAL  MEDELLIN,CERVEZAS,0.7758
20083678,CERVEZAS,TOTAL  BOGOTA,CERVEZAS,0.6213
20126399,CERVEZAS,NEW_TOTAL MEDELLIN METRO_75,CERVEZAS,0.773
20083207,CERVEZAS,AUTOSERVICIOS COLOMBIA,CERVEZAS,1
20003898,CERVEZAS,TRADICIONALES + LICORERIAS ORIENTE ANTIG DEF,CERVEZAS,0.7549
20083599,CERVEZAS,CONS LOCAL ANTIOQUIA ANTIG DEF,CERVEZAS,0.6854
20083212,CERVEZAS,TOTAL CENTRO ANTIG DEF,CERVEZAS,0.6571
20003969,CERVEZAS,TOTAL BOGOTA METRO,CERVEZAS,0.623
20201481,CERVEZAS,AM BUCARAMANGA ON PREMISE_CERV,CERVEZAS,0.5593
20126311,CERVEZAS,NEW_TOTAL PACIFICO ANTIG DEF_75,CERVEZAS,0.6932
20004069,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) PACIFICO ANTIG DEF,CERVEZAS,1
20083655,CERVEZAS,TRADICIONALES + LICORERIAS ANTIOQUIA-CHOCO,CERVEZAS,0.8691
20003875,CERVEZAS,TOTAL ORIENTE ANTIG DEF,CERVEZAS,0.6813
20004014,CERVEZAS,AUTOSERVICIOS CUNDI-BOY,CERVEZAS,1
20126392,CERVEZAS,NEW_TOTAL PACIFICO CONVENIENCE_75,CERVEZAS,1
20083361,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES GRANDE,CERVEZAS,0.8182
20004039,CERVEZAS,TOTAL CENTRO TRADICIONAL,CERVEZAS,0.7728
20083413,CERVEZAS,CONS LOCAL ANTIOQUIA_CHOCO,CERVEZAS,0.6938
20083491,CERVEZAS,TOTAL ANTIOQUIA_CHOCO CONVENIENCE,CERVEZAS,1
20126353,CERVEZAS,NEW_TOTAL BUCARAMANGA METRO_75,CERVEZAS,0.6895
20003996,CERVEZAS,TOTAL ANTIOQUIA-CHOCO,CERVEZAS,0.7845
20201473,CERVEZAS,AM PEREIRA TRADICIONALES_CERV,CERVEZAS,0.827
20004020,CERVEZAS,AUTOSERVICIOS LLANOS,CERVEZAS,1
20083205,CERVEZAS,TOTAL ANTIOQUIA_CHOCO TRADICIONAL,CERVEZAS,0.858
20003967,CERVEZAS,TOTAL VILLAVICENCIO METRO,CERVEZAS,0.6536
20004019,CERVEZAS,AUTOSERVICIOS CENTRO,CERVEZAS,1
20004024,CERVEZAS,CONS LOCAL PACIFICO,CERVEZAS,0.4703
20083530,CERVEZAS,TRADICIONALES + LICORERIAS CUNDI-BOY,CERVEZAS,0.7902
20083609,CERVEZAS,TOTAL CALI METRO,CERVEZAS,0.6979
20201431,CERVEZAS,DPTO CUNDINAMARCA_CERV,CERVEZAS,0.6471
20201432,CERVEZAS,DPTO ANTIOQUIA_CERV,CERVEZAS,0.7831
20083480,CERVEZAS,TOTAL ANTIOQUIA ANTIG DEF,CERVEZAS,0.7831
20199126,CERVEZAS,DPTO BOLIVAR CORDOBA SUCRE,CERVEZAS,0.5228
20126354,CERVEZAS,NEW_TOTAL CALI METRO_75,CERVEZAS,0.6979
20003915,CERVEZAS,TOTAL  BOGOTA,CERVEZAS,0.6213
20201472,CERVEZAS,AM IBAGUE ON PREMISE_CERV,CERVEZAS,0.3169
20201483,CERVEZAS,AM BOGOTA RESTO_CERV_SCAN,CERVEZAS,1
20003918,CERVEZAS,TOTAL  BOGOTA  ORIENTE,CERVEZAS,0.567
20003912,CERVEZAS,TOTAL  MEDELLIN CENTRO,CERVEZAS,0.7566
20083537,CERVEZAS,CONS LOCAL EJE CAFETERO,CERVEZAS,0.506
20199119,CERVEZAS,TOTAL 14 MERCADOS DEPARTAMENTOS,CERVEZAS,0.6592
20199123,CERVEZAS,DPTO ANTIOQUIA,CERVEZAS,0.7831
20126323,CERVEZAS,NEW_TOTAL CUNDI_BOY_75,CERVEZAS,0.6418
20083359,CERVEZAS,TOTAL BOGOTA TRADICIONALES GRANDE,CERVEZAS,0.8044
20083409,CERVEZAS,TOTAL CUNDI_BOY,CERVEZAS,0.6418
20004012,CERVEZAS,TOTAL COLOMBIA CONVENIENCE,CERVEZAS,1
20004000,CERVEZAS,TOTAL LLANOS,CERVEZAS,0.6823
20199312,CERVEZAS,AM CUCUTA RESTO,CERVEZAS,1
20083358,CERVEZAS,TOTAL BARRANQUILLA OCCIDENTE,CERVEZAS,0.6546
20126404,CERVEZAS,NEW_AUTOSERVICIOS PACIFICO_75,CERVEZAS,1
20003979,CERVEZAS,TOTAL CALI TRADICIONALES,CERVEZAS,0.7912
20126382,CERVEZAS,NEW_TOTAL BOGOTA ORIENTE_75,CERVEZAS,0.567
20004052,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CUNDI-BOY,CERVEZAS,1
20003963,CERVEZAS,TOTAL IBAGUE METROPOLITANA,CERVEZAS,0.6106
20201468,CERVEZAS,AM IBAGUE RESTO_CERV_SCAN,CERVEZAS,1
20004040,CERVEZAS,TOTAL ATLANTICO TRADICIONAL,CERVEZAS,0.5178
20004023,CERVEZAS,CONSUMO LOCAL COLOMBIA,CERVEZAS,0.5581
20003977,CERVEZAS,TOTAL PACIFICO CONVENIENCE,CERVEZAS,1
20199308,CERVEZAS,AM CARTAGENA TRADICIONALES,CERVEZAS,0.8082
20003985,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES,CERVEZAS,0.708
20083536,CERVEZAS,TOTAL PACIFICO,CERVEZAS,0.6961
20003873,CERVEZAS,AUTOSERVICIOS CENTRO ANTIG DEF,CERVEZAS,1
20003866,CERVEZAS,LICORERIAS ATLANTICO,CERVEZAS,1
20126315,CERVEZAS,NEW_TOTAL COLOMBIA METROPOLITANA_75,CERVEZAS,0.6638
20083664,CERVEZAS,AUTOSERVICIOS ATLANTICO,CERVEZAS,1
20083277,CERVEZAS,TRADICIONALES + LICORERIAS PACIFICO ANTIG DEF,CERVEZAS,0.8172
20003973,CERVEZAS,TOTAL ANTIOQUIA-CHOCO CONVENIENCE,CERVEZAS,1
20003917,CERVEZAS,TOTAL  BOGOTA  SUR,CERVEZAS,0.6614
20126319,CERVEZAS,NEW_AUTOSERVICIOS EJE CAFETERO_75,CERVEZAS,1
20083477,CERVEZAS,AUTOSERVICIOS PACIFICO,CERVEZAS,1
20003997,CERVEZAS,TOTAL SANTANDERES,CERVEZAS,0.6674
20126424,CERVEZAS,NEW_TOTAL PACIFICO_75,CERVEZAS,0.6961
20004017,CERVEZAS,AUTOSERVICIOS SANTANDERES,CERVEZAS,1
20004034,CERVEZAS,TOTAL PACIFICO TRADICIONAL,CERVEZAS,0.8029
20004022,CERVEZAS,LICORERIAS COLOMBIA,CERVEZAS,1
20201485,CERVEZAS,AM VILLAVICENCIO RESTO_CERV_SCAN,CERVEZAS,1
20083608,CERVEZAS,TOTAL BOGOTA METRO,CERVEZAS,0.623
20003957,CERVEZAS,TRADICIONALES + LICORERIAS PACIFICO,CERVEZAS,0.8163
20083278,CERVEZAS,TOTAL VILLAVICENCIO METRO,CERVEZAS,0.6536
20126403,CERVEZAS,NEW_TOTAL CALI NORTE_75,CERVEZAS,0.6493
20083677,CERVEZAS,TOTAL BARRANQUILLA METRO,CERVEZAS,0.6395
20003954,CERVEZAS,TRADICIONALES + LICORERIAS CUNDI-BOY,CERVEZAS,0.7902
20199132,CERVEZAS,DPTO CAUCA NARINO,CERVEZAS,0.6431
20201429,CERVEZAS,DPTO CAUCA NARINO_CERV,CERVEZAS,0.6431
20083329,CERVEZAS,TRADICIONALES + LICORERIAS LLANOS,CERVEZAS,0.7703
20201488,CERVEZAS,AM BARRANQUILLA RESTO_CERV_SCAN,CERVEZAS,1
20083271,CERVEZAS,CONS LOCAL SANTANDERES,CERVEZAS,0.5776
20199130,CERVEZAS,DPTO HUILA TOLIMA,CERVEZAS,0.6311
20003906,CERVEZAS,TOTAL  CALI   SUR,CERVEZAS,0.6446
20083490,CERVEZAS,TOTAL  BOGOTA  OCCIDENTE,CERVEZAS,0.619
20083481,CERVEZAS,CONS LOCAL CENTRO ANTIG DEF,CERVEZAS,0.4682
20199294,CERVEZAS,AM CARTAGENA ON PREMISE,CERVEZAS,0.4174
20083327,CERVEZAS,TRADICIONALES + LICORERIAS COLOMBIA,CERVEZAS,0.7334
20126285,CERVEZAS,NEW_TOTAL COLOMBIA ANTIG DEF_75,CERVEZAS,0.6553
20004092,CERVEZAS,TOTAL BOYACA,CERVEZAS,0.7099
20083411,CERVEZAS,TOTAL LLANOS TRADICIONAL,CERVEZAS,0.7602
20083727,CERVEZAS,TOTAL PACIFICO TRADICIONALES + MINIMERCADOS,CERVEZAS,0.8236
20004066,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) COLOMBIA ANTIG DEF,CERVEZAS,1
20003870,CERVEZAS,TOTAL CENTRO ANTIG DEF,CERVEZAS,0.6571
20126289,CERVEZAS,NEW_TOTAL MEDELLIN CENTRO_75,CERVEZAS,0.7566
20126286,CERVEZAS,NEW_AUTOSERVICIOS CENTRO ANTIG DEF_75,CERVEZAS,1
20004037,CERVEZAS,TOTAL ANTIOQUIA-CHOCO TRADICIONAL,CERVEZAS,0.858
20201428,CERVEZAS,DPTO CALDAS QUINDIO RISARALDA_CERV,CERVEZAS,0.6876
20199315,CERVEZAS,AM MEDELLIN ON PREMISE,CERVEZAS,0.6362
20003995,CERVEZAS,TOTAL EJE CAFETERO,CERVEZAS,0.6876
20083273,CERVEZAS,LICORERIAS CUNDI_BOY,CERVEZAS,1
20083488,CERVEZAS,TOTAL BUCARAMANGA METRO,CERVEZAS,0.6895
20003869,CERVEZAS,CONS LOCAL ATLANTICO,CERVEZAS,0.5955
20083592,CERVEZAS,COLOMBIA SUPERMERCADOS_INDEPENDIENTES,CERVEZAS,1
20003910,CERVEZAS,TOTAL BARRANQUILLA OCCIDENTE,CERVEZAS,0.6546
20003989,CERVEZAS,TOTAL BOGOTA TRADICIONALES PEQUE�,CERVEZAS,0.7395
20201470,CERVEZAS,AM CARTAGENA RESTO_CERV_SCAN,CERVEZAS,1
20083602,CERVEZAS,AUTOSERVICIOS COLOMBIA ANTIG DEF,CERVEZAS,1
20083428,CERVEZAS,TOTAL  CALI   ORIENTE,CERVEZAS,0.7621
20083681,CERVEZAS,TOTAL BOYACA TRAD + CONS LOCAL,CERVEZAS,0.6868
20201493,CERVEZAS,AM MEDELLIN TRADICIONALES_CERV,CERVEZAS,0.9017
20083667,CERVEZAS,CONS LOCAL C_MARCA ANTIG DEF,CERVEZAS,0.5216
20199128,CERVEZAS,DPTO BOGOTA DC,CERVEZAS,0.6213
20126361,CERVEZAS,NEW_AUTOSERVICIOS CUNDI_BOY_75,CERVEZAS,1
20083535,CERVEZAS,TOTAL COLOMBIA,CERVEZAS,0.6592
20083330,CERVEZAS,TRADICIONALES + LICORERIAS CENTRO,CERVEZAS,0.7849
20126379,CERVEZAS,NEW_TOTAL BOGOTA METRO_75,CERVEZAS,0.623
20083544,CERVEZAS,AUTOSERVICIOS CUNDINAMARCA ANTIG DEF,CERVEZAS,1
20083211,CERVEZAS,LICORERIAS ATLANTICO,CERVEZAS,1
20126402,CERVEZAS,NEW_TOTAL BOGOTA_75,CERVEZAS,0.6213
20004029,CERVEZAS,CONS LOCAL CENTRO,CERVEZAS,0.4376
20083336,CERVEZAS,TOTAL CUNDI_BOY TRADICIONAL,CERVEZAS,0.7792
20126378,CERVEZAS,NEW_TOTAL IBAGUE METROPOLITANA_75,CERVEZAS,0.6106
20201494,CERVEZAS,AM PEREIRA ON PREMISE_CERV,CERVEZAS,0.5459
20199295,CERVEZAS,AM CUCUTA ON PREMISE,CERVEZAS,0.5419
20201491,CERVEZAS,AM CUCUTA ON PREMISE_CERV,CERVEZAS,0.5419
20083680,CERVEZAS,TOTAL PACIFICO CONVENIENCE,CERVEZAS,1
20126310,CERVEZAS,NEW_TOTAL CENTRO ANTIG DEF_75,CERVEZAS,0.6571
20003886,CERVEZAS,AUTOSERVICIOS PACIFICO ANTIG DEF,CERVEZAS,1
20201422,CERVEZAS,DPTO BOGOTA DC_CERV,CERVEZAS,0.6213
20083671,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ATLANTICO,CERVEZAS,1
20003999,CERVEZAS,TOTAL PACIFICO,CERVEZAS,0.6961
20003975,CERVEZAS,TOTAL LLANOS CONVENIENCE,CERVEZAS,1
20199127,CERVEZAS,DPTO SANTANDER NORTE DE SANTANDER,CERVEZAS,0.6674
20199288,CERVEZAS,AM CALI TRADICIONALES,CERVEZAS,0.7968
20021675,CERVEZAS,KIOSKOS CERV/COLOMBIA,CERVEZAS,0.9888
20126360,CERVEZAS,NEW_AUTOSERVICIOS COLOMBIA_75,CERVEZAS,1
20199303,CERVEZAS,AM BUCARAMANGA TRADICIONALES,CERVEZAS,0.7792
20004089,CERVEZAS,CONSUMO LOCAL COLOMBIA ANTIG DEF,CERVEZAS,0.5539
20083556,CERVEZAS,TOTAL MEDELLIN METRO,CERVEZAS,0.773
20201420,CERVEZAS,TOTAL 10 CIUDADES METRO_CERV_SCAN,CERVEZAS,0.6638
20083669,CERVEZAS,TOTAL PACIFICO ANTIG DEF,CERVEZAS,0.6932
20083606,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CENTRO ANTIG DEF,CERVEZAS,1
20126383,CERVEZAS,NEW_TOTAL MEDELLIN NORTE_75,CERVEZAS,0.8337
20083341,CERVEZAS,AUTOSERVICIOS EJE CAFETERO,CERVEZAS,1
20004018,CERVEZAS,AUTOSERVICIOS EJE CAFETERO,CERVEZAS,1
20083611,CERVEZAS,TOTAL  MEDELLIN SUR,CERVEZAS,0.7046
20083476,CERVEZAS,AUTOSERVICIOS CENTRO,CERVEZAS,1
20199306,CERVEZAS,AM BARRANQUILLA TRADICIONALES,CERVEZAS,0.6884
20018207,CERVEZAS,COLOMBIA SUPERMERCADOS�INDEPENDIENTES,CERVEZAS,1
20004031,CERVEZAS,CONS LOCAL EJE CAFETERO,CERVEZAS,0.506
20201430,CERVEZAS,DPTO HUILA TOLIMA_CERV,CERVEZAS,0.6311
20021663,CERVEZAS,LICORERIAS R/SANTANDERES AFI/COLOMBIA,CERVEZAS,1
20083224,CERVEZAS,TOTAL CALI TRADICIONALES PEQUE?,CERVEZAS,0.7832
20083656,CERVEZAS,COLOMBIA SUPERMERCADOS_INDEPENDIENTES ANTIG DEF,CERVEZAS,1
20083466,CERVEZAS,LLANOS TRADICIONALES + CONS LOCAL,CERVEZAS,0.6527
20083487,CERVEZAS,TOTAL IBAGUE METROPOLITANA,CERVEZAS,0.6106
20003864,CERVEZAS,AUTOSERVICIOS ANTIOQUIA ANTIG DEF,CERVEZAS,1
20003956,CERVEZAS,TRADICIONALES + LICORERIAS LLANOS,CERVEZAS,0.7703
20126393,CERVEZAS,NEW_TOTAL SANTANDERES CONVENIENCE_75,CERVEZAS,1
20083538,CERVEZAS,LICORERIAS ANTIOQUIA_CHOCO,CERVEZAS,1
20003880,CERVEZAS,TOTAL CUNDINAMARCA ANTIG DEF,CERVEZAS,0.6281
20199309,CERVEZAS,AM BARRANQUILLA RESTO,CERVEZAS,1
20003981,CERVEZAS,TOTAL CALI TRADICIONALES GRANDE,CERVEZAS,0.8241
20003976,CERVEZAS,TOTAL CUNDI-BOY CONVENIENCE,CERVEZAS,1
20083464,CERVEZAS,CUNDI_BOY TRADICIONALES + CONS LOCAL,CERVEZAS,0.6184
20199305,CERVEZAS,AM IBAGUE RESTO,CERVEZAS,1
20004054,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ATLANTICO,CERVEZAS,1
20003986,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES GRANDE,CERVEZAS,0.8182
20083672,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ANTIOQUIA_CHOCO,CERVEZAS,1
20126358,CERVEZAS,NEW_TOTAL MEDELLIN_75,CERVEZAS,0.7758
20203737,CERVEZAS,CONSUMO LOCAL BOGOTA,CERVEZAS,0.5153
20083674,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) PACIFICO,CERVEZAS,1
20199289,CERVEZAS,AM BOGOTA ON PREMISE,CERVEZAS,0.5178
20004068,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) C/MARCA ANTIG DEF,CERVEZAS,1
20003922,CERVEZAS,LICORERIAS PACIFICO,CERVEZAS,1
20199121,CERVEZAS,DPTO CALDAS QUINDIO RISARALDA,CERVEZAS,0.6876
20199291,CERVEZAS,AM IBAGUE ON PREMISE,CERVEZAS,0.3169
20083360,CERVEZAS,TOTAL MEDELLIN TRADICIONALES GRANDE,CERVEZAS,0.9639
20083222,CERVEZAS,TOTAL BOGOTA TRADICIONALES PEQUE?,CERVEZAS,0.7395
20083414,CERVEZAS,AUTOSERVICIOS SANTANDERES,CERVEZAS,1
20199302,CERVEZAS,AM VILLAVICENCIO TRADICIONALES,CERVEZAS,0.765
20126293,CERVEZAS,NEW_TOTAL BOYACA_75,CERVEZAS,0.7099
20126413,CERVEZAS,NEW_TOTAL ANTIOQUIA_CHOCO CONVENIENCE_75,CERVEZAS,1
20201495,CERVEZAS,AM MEDELLIN RESTO_CERV_SCAN,CERVEZAS,1
20201433,CERVEZAS,DPTO VALLE DEL CAUCA_CERV,CERVEZAS,0.717
20021676,CERVEZAS,DISCOTECAS CERV/COLOMBIA,CERVEZAS,0.9963
20083410,CERVEZAS,TOTAL ATLANTICO TRADICIONAL,CERVEZAS,0.5178
20083348,CERVEZAS,TRADICIONALES + LICORERIAS C_MARCA ANTIG DEF,CERVEZAS,0.7773
20003860,CERVEZAS,TOTAL ANTIOQUIA ANTIG DEF,CERVEZAS,0.7831
20083646,CERVEZAS,TRADICIONALES + CONS LOCAL ATLANTICO,CERVEZAS,0.5468
20003921,CERVEZAS,LICORERIAS ANTIOQUIA-CHOCO,CERVEZAS,1
20004002,CERVEZAS,TOTAL CENTRO,CERVEZAS,0.6311
20126589,CERVEZAS,NEW_TOTAL COLOMBIA CONVENIENCE_75,CERVEZAS,1
20004027,CERVEZAS,CONS LOCAL CUNDI-BOY,CERVEZAS,0.538
20003902,CERVEZAS,TRADICIONALES + LICORERIAS ATLANTICO,CERVEZAS,0.5366
20201389,CERVEZAS,TOTAL 14 MERCADOS DEPARTAMENTOS_CERV,CERVEZAS,0.6592
20083467,CERVEZAS,EJE CAFETERO TRADICIONALES + CONS LOCAL,CERVEZAS,0.6595
20130283,CERVEZAS,R LICORERIAS PACIFICO,CERVEZAS,1
