MbdID,INDEX,MbdName,MBD Type,Target
20083679,CERVEZAS,TOTAL MEDELLIN TRADICIONALES PEQUE?,VERY MINOR,0.2
20083424,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ORIENTE ANTIG DEF,VERY MINOR,0.2
20201491,CERVEZAS,AM CUCUTA ON PREMISE_CERV,VERY MINOR,0.2
20201473,CERVEZAS,AM PEREIRA TRADICIONALES_CERV,VERY MINOR,0.2
20126393,CERVEZAS,NEW_TOTAL SANTANDERES CONVENIENCE_75,VERY MINOR,0.2
20083491,CERVEZAS,TOTAL ANTIOQUIA_CHOCO CONVENIENCE,VERY MINOR,0.2
20201494,CERVEZAS,AM PEREIRA ON PREMISE_CERV,VERY MINOR,0.2
20201482,CERVEZAS,AM VILLAVICENCIO TRADICIONALES_CERV,VERY MINOR,0.2
20083674,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) PACIFICO,VERY MINOR,0.2
20083538,CERVEZAS,LICORERIAS ANTIOQUIA_CHOCO,VERY MINOR,0.2
20083614,CERVEZAS,TOTAL SANTANDERES CONVENIENCE,VERY MINOR,0.2
20083360,CERVEZAS,TOTAL MEDELLIN TRADICIONALES GRANDE,VERY MINOR,0.2
20083486,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) PACIFICO ANTIG DEF,VERY MINOR,0.2
20003923,CERVEZAS,LICORERIAS EJE CAFETERO,VERY MINOR,0.2
20021665,CERVEZAS,LICORERIAS R/CENTRO AFI/COLOMBIA,VERY MINOR,0.2
20201472,CERVEZAS,AM IBAGUE ON PREMISE_CERV,VERY MINOR,0.2
20126392,CERVEZAS,NEW_TOTAL PACIFICO CONVENIENCE_75,VERY MINOR,0.2
20083215,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) SANTANDERES,VERY MINOR,0.2
20083680,CERVEZAS,TOTAL PACIFICO CONVENIENCE,VERY MINOR,0.2
20201478,CERVEZAS,AM IBAGUE TRADICIONALES_CERV,VERY MINOR,0.2
20021663,CERVEZAS,LICORERIAS R/SANTANDERES AFI/COLOMBIA,VERY MINOR,0.2
20126349,CERVEZAS,NEW_TOTAL ATLANTICO CONVENIENCE_75,VERY MINOR,0.2
20083606,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CENTRO ANTIG DEF,VERY MINOR,0.2
20083671,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ATLANTICO,VERY MINOR,0.2
20083225,CERVEZAS,TOTAL ATLANTICO CONVENIENCE,VERY MINOR,0.2
20083673,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CENTRO,VERY MINOR,0.2
20083551,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) EJE CAFETERO,VERY MINOR,0.2
20126414,CERVEZAS,NEW_TOTAL LLANOS CONVENIENCE_75,VERY MINOR,0.2
20126394,CERVEZAS,NEW_TOTAL CENTRO CONVENIENCE_75,VERY MINOR,0.2
20021664,CERVEZAS,LICORERIAS R/LLANOS AFI/COLOMBIA,VERY MINOR,0.2
20083422,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) LLANOS,VERY MINOR,0.2
20083564,CERVEZAS,TOTAL LLANOS CONVENIENCE,VERY MINOR,0.2
20083362,CERVEZAS,TOTAL CENTRO CONVENIENCE,VERY MINOR,0.2
20004025,CERVEZAS,CONS LOCAL ANTIOQUIA-CHOCO,MINOR,0.15
20004028,CERVEZAS,CONS LOCAL ATLANTICO,MAJOR,0.1
20004029,CERVEZAS,CONS LOCAL CENTRO,MINOR,0.15
20004027,CERVEZAS,CONS LOCAL CUNDI-BOY,MAJOR,0.1
20004031,CERVEZAS,CONS LOCAL EJE CAFETERO,MINOR,0.15
20004030,CERVEZAS,CONS LOCAL LLANOS,MINOR,0.15
20004024,CERVEZAS,CONS LOCAL PACIFICO,MINOR,0.15
20004026,CERVEZAS,CONS LOCAL SANTANDERES,MINOR,0.15
20021676,CERVEZAS,DISCOTECAS CERV/COLOMBIA,VERY MINOR,0.2
20021675,CERVEZAS,KIOSKOS CERV/COLOMBIA,MINOR,0.15
20003921,CERVEZAS,LICORERIAS ANTIOQUIA-CHOCO,VERY MINOR,0.2
20003866,CERVEZAS,LICORERIAS ATLANTICO,MINOR,0.15
20003924,CERVEZAS,LICORERIAS CUNDI-BOY,VERY MINOR,0.2
20003922,CERVEZAS,LICORERIAS PACIFICO,VERY MINOR,0.2
20004049,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ANTIOQUIA-CHOCO,VERY MINOR,0.2
20004054,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ATLANTICO,VERY MINOR,0.2
20004056,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CENTRO,VERY MINOR,0.2
20004052,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CUNDI-BOY,MINOR,0.15
20004053,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) EJE CAFETERO,VERY MINOR,0.2
20004051,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) LLANOS,VERY MINOR,0.2
20004055,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) PACIFICO,VERY MINOR,0.2
20004050,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) SANTANDERES,VERY MINOR,0.2
20004037,CERVEZAS,TOTAL ANTIOQUIA-CHOCO TRADICIONAL,MINOR,0.15
20004040,CERVEZAS,TOTAL ATLANTICO TRADICIONAL,MAJOR,0.1
20004039,CERVEZAS,TOTAL CENTRO TRADICIONAL,MINOR,0.15
20004035,CERVEZAS,TOTAL CUNDI-BOY TRADICIONAL,MAJOR,0.1
20004036,CERVEZAS,TOTAL EJE CAFETERO TRADICIONAL,MINOR,0.15
20004033,CERVEZAS,TOTAL LLANOS TRADICIONAL,MINOR,0.15
20004034,CERVEZAS,TOTAL PACIFICO TRADICIONAL,MAJOR,0.1
20004038,CERVEZAS,TOTAL SANTANDERES TRADICIONAL,MINOR,0.15
20003859,CERVEZAS,TOTAL COLOMBIA ANTIG DEF,MAJOR,0.1
20003860,CERVEZAS,TOTAL ANTIOQUIA ANTIG DEF,MAJOR,0.1
20003863,CERVEZAS,CONS LOCAL ANTIOQUIA ANTIG DEF,MINOR,0.15
20003864,CERVEZAS,AUTOSERVICIOS ANTIOQUIA ANTIG DEF,MINOR,0.15
20003865,CERVEZAS,TOTAL ATLANTICO,MAJOR,0.1
20003867,CERVEZAS,AUTOSERVICIOS ATLANTICO,MINOR,0.15
20003869,CERVEZAS,CONS LOCAL ATLANTICO,MAJOR,0.1
20003870,CERVEZAS,TOTAL CENTRO ANTIG DEF,MAJOR,0.1
20003873,CERVEZAS,AUTOSERVICIOS CENTRO ANTIG DEF,MINOR,0.15
20003874,CERVEZAS,CONS LOCAL CENTRO ANTIG DEF,MINOR,0.15
20003875,CERVEZAS,TOTAL ORIENTE ANTIG DEF,MAJOR,0.1
20003878,CERVEZAS,AUTOSERVICIOS ORIENTE ANTIG DEF,MINOR,0.15
20003879,CERVEZAS,CONS LOCAL ORIENTE ANTIG DEF,MAJOR,0.1
20003880,CERVEZAS,TOTAL CUNDINAMARCA ANTIG DEF,MAJOR,0.1
20003881,CERVEZAS,AUTOSERVICIOS CUNDINAMARCA ANTIG DEF,MINOR,0.15
20003884,CERVEZAS,CONS LOCAL C/MARCA ANTIG DEF,MAJOR,0.1
20003885,CERVEZAS,TOTAL PACIFICO ANTIG DEF,MAJOR,0.1
20003886,CERVEZAS,AUTOSERVICIOS PACIFICO ANTIG DEF,MINOR,0.15
20003889,CERVEZAS,CONS LOCAL PACIFICO ANTIG DEF,MINOR,0.15
20003897,CERVEZAS,TRADICIONALES + LICORERIAS COLOMBIA ANTIG DEF,MAJOR,0.1
20003898,CERVEZAS,TRADICIONALES + LICORERIAS ORIENTE ANTIG DEF,MAJOR,0.1
20003899,CERVEZAS,TRADICIONALES + LICORERIAS C/MARCA ANTIG DEF,MAJOR,0.1
20003900,CERVEZAS,TRADICIONALES + LICORERIAS PACIFICO ANTIG DEF,MAJOR,0.1
20003901,CERVEZAS,TRADICIONALES + LICORERIAS ANTIOQUIA ANTIG DEF,MINOR,0.15
20003902,CERVEZAS,TRADICIONALES + LICORERIAS ATLANTICO,MAJOR,0.1
20003903,CERVEZAS,TRADICIONALES + LICORERIAS CENTRO ANTIG DEF,MINOR,0.15
20003904,CERVEZAS,TOTAL  CALI,MINOR,0.15
20003905,CERVEZAS,TOTAL  CALI   ORIENTE,MINOR,0.15
20003906,CERVEZAS,TOTAL  CALI   SUR,VERY MINOR,0.2
20003907,CERVEZAS,TOTAL  CALI   NORTE,MINOR,0.15
20003908,CERVEZAS,TOTAL BARRANQUILLA,MINOR,0.15
20003909,CERVEZAS,TOTAL BARRANQUILLA ORIENTE,MINOR,0.15
20003910,CERVEZAS,TOTAL BARRANQUILLA OCCIDENTE,MINOR,0.15
20003911,CERVEZAS,TOTAL  MEDELLIN,MINOR,0.15
20003912,CERVEZAS,TOTAL  MEDELLIN CENTRO,MINOR,0.15
20003913,CERVEZAS,TOTAL  MEDELLIN SUR,MINOR,0.15
20003914,CERVEZAS,TOTAL  MEDELLIN NORTE,MINOR,0.15
20003915,CERVEZAS,TOTAL  BOGOTA,MAJOR,0.1
20003916,CERVEZAS,TOTAL  BOGOTA  OCCIDENTE,MINOR,0.15
20003917,CERVEZAS,TOTAL  BOGOTA  SUR,MAJOR,0.1
20003918,CERVEZAS,TOTAL  BOGOTA  ORIENTE,MINOR,0.15
20003919,CERVEZAS,TOTAL  BOGOTA  NORTE,MAJOR,0.1
20003944,CERVEZAS,TOTAL PACIFICO TRADICIONALES + MINIMERCADOS,MAJOR,0.1
20003952,CERVEZAS,TRADICIONALES + LICORERIAS COLOMBIA,MAJOR,0.1
20003953,CERVEZAS,TRADICIONALES + LICORERIAS EJE CAFETERO,MINOR,0.15
20003954,CERVEZAS,TRADICIONALES + LICORERIAS CUNDI-BOY,MAJOR,0.1
20003956,CERVEZAS,TRADICIONALES + LICORERIAS LLANOS,MINOR,0.15
20003957,CERVEZAS,TRADICIONALES + LICORERIAS PACIFICO,MAJOR,0.1
20003958,CERVEZAS,TRADICIONALES + LICORERIAS ANTIOQUIA-CHOCO,MINOR,0.15
20003959,CERVEZAS,TRADICIONALES + LICORERIAS SANTANDERES,MINOR,0.15
20003960,CERVEZAS,TRADICIONALES + LICORERIAS CENTRO,MINOR,0.15
20003961,CERVEZAS,TOTAL COLOMBIA METROPOLITANA,MAJOR,0.1
20003962,CERVEZAS,TOTAL BUCARAMANGA METRO,MINOR,0.15
20003963,CERVEZAS,TOTAL IBAGUE METROPOLITANA,VERY MINOR,0.2
20003964,CERVEZAS,TOTAL CARTAGENA METRO,MINOR,0.15
20003965,CERVEZAS,TOTAL CALI METRO,MINOR,0.15
20003966,CERVEZAS,TOTAL PEREIRA METRO,MINOR,0.15
20003967,CERVEZAS,TOTAL VILLAVICENCIO METRO,MINOR,0.15
20003968,CERVEZAS,TOTAL BARRANQUILLA METRO,MAJOR,0.1
20003969,CERVEZAS,TOTAL BOGOTA METRO,MAJOR,0.1
20003970,CERVEZAS,TOTAL MEDELLIN METRO,MAJOR,0.1
20003971,CERVEZAS,TOTAL CUCUTA METRO,MINOR,0.15
20003972,CERVEZAS,TOTAL CENTRO CONVENIENCE,VERY MINOR,0.2
20003973,CERVEZAS,TOTAL ANTIOQUIA-CHOCO CONVENIENCE,VERY MINOR,0.2
20003974,CERVEZAS,TOTAL SANTANDERES CONVENIENCE,VERY MINOR,0.2
20003975,CERVEZAS,TOTAL LLANOS CONVENIENCE,VERY MINOR,0.2
20003976,CERVEZAS,TOTAL CUNDI-BOY CONVENIENCE,MINOR,0.15
20003977,CERVEZAS,TOTAL PACIFICO CONVENIENCE,VERY MINOR,0.2
20003978,CERVEZAS,TOTAL ATLANTICO CONVENIENCE,VERY MINOR,0.2
20003979,CERVEZAS,TOTAL CALI TRADICIONALES,MINOR,0.15
20003980,CERVEZAS,TOTAL CALI TRADICIONALES PEQUE,MINOR,0.15
20003981,CERVEZAS,TOTAL CALI TRADICIONALES GRANDE,VERY MINOR,0.2
20003982,CERVEZAS,TOTAL MEDELLIN TRADICIONALES,MINOR,0.15
20003983,CERVEZAS,TOTAL MEDELLIN TRADICIONALES GRANDE,VERY MINOR,0.2
20003984,CERVEZAS,TOTAL MEDELLIN TRADICIONALES PEQUE,VERY MINOR,0.2
20003985,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES,MINOR,0.15
20003986,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES GRANDE,VERY MINOR,0.2
20003987,CERVEZAS,TOTAL BARRANQUILLA TRADICIONALES PEQUE,VERY MINOR,0.2
20003988,CERVEZAS,TOTAL BOGOTA TRADICIONALES,MINOR,0.15
20003989,CERVEZAS,TOTAL BOGOTA TRADICIONALES PEQUE,MINOR,0.15
20003990,CERVEZAS,TOTAL BOGOTA TRADICIONALES GRANDE,MINOR,0.15
20003992,CERVEZAS,COLOMBIA RESTO SUPERMERCADOS,MINOR,0.15
20003994,CERVEZAS,TOTAL COLOMBIA,MAJOR,0.1
20003995,CERVEZAS,TOTAL EJE CAFETERO,MINOR,0.15
20003996,CERVEZAS,TOTAL ANTIOQUIA-CHOCO,MAJOR,0.1
20003997,CERVEZAS,TOTAL SANTANDERES,MAJOR,0.1
20003998,CERVEZAS,TOTAL CUNDI-BOY,MAJOR,0.1
20003999,CERVEZAS,TOTAL PACIFICO,MAJOR,0.1
20004000,CERVEZAS,TOTAL LLANOS,MINOR,0.15
20004002,CERVEZAS,TOTAL CENTRO,MAJOR,0.1
20004012,CERVEZAS,TOTAL COLOMBIA CONVENIENCE,MINOR,0.15
20004013,CERVEZAS,AUTOSERVICIOS COLOMBIA,MAJOR,0.1
20004014,CERVEZAS,AUTOSERVICIOS CUNDI-BOY,MINOR,0.15
20004015,CERVEZAS,AUTOSERVICIOS PACIFICO,MINOR,0.15
20004016,CERVEZAS,AUTOSERVICIOS ANTIOQUIA-CHOCO,MINOR,0.15
20004017,CERVEZAS,AUTOSERVICIOS SANTANDERES,MINOR,0.15
20004018,CERVEZAS,AUTOSERVICIOS EJE CAFETERO,VERY MINOR,0.2
20004019,CERVEZAS,AUTOSERVICIOS CENTRO,VERY MINOR,0.2
20004020,CERVEZAS,AUTOSERVICIOS LLANOS,VERY MINOR,0.2
20004022,CERVEZAS,LICORERIAS COLOMBIA,MAJOR,0.1
20004023,CERVEZAS,CONSUMO LOCAL COLOMBIA,MAJOR,0.1
20004032,CERVEZAS,TOTAL COLOMBIA TRADICIONAL,MAJOR,0.1
20004048,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) COLOMBIA,MINOR,0.15
20004066,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) COLOMBIA ANTIG DEF,MINOR,0.15
20004067,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ORIENTE ANTIG DEF,VERY MINOR,0.2
20004068,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) C/MARCA ANTIG DEF,MINOR,0.15
20004069,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) PACIFICO ANTIG DEF,VERY MINOR,0.2
20004070,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) ANTIOQUIA ANTIG DEF,VERY MINOR,0.2
20004071,CERVEZAS,SUPERMERCADOS INDEPENDIENTES (SUP+MIN) CENTRO ANTIG DEF,VERY MINOR,0.2
20004075,CERVEZAS,TOTAL CENTRO TRADICIONALES + MINIMERCADOS ANTIG DEF,MINOR,0.15
20004089,CERVEZAS,CONSUMO LOCAL COLOMBIA ANTIG DEF,MAJOR,0.1
20004090,CERVEZAS,AUTOSERVICIOS COLOMBIA ANTIG DEF,MAJOR,0.1
20004092,CERVEZAS,TOTAL BOYACA,MINOR,0.15
20004093,CERVEZAS,TOTAL BOYACA TRAD + CONS LOCAL,MINOR,0.15
20018203,CERVEZAS,COLOMBIA SUPERMERCADOSINDEPENDIENTES ANTIG DEF,VERY MINOR,0.2
20018207,CERVEZAS,COLOMBIA SUPERMERCADOSINDEPENDIENTES,MINOR,0.15
20035051,CERVEZAS,TRADICIONALES + CONS LOCAL COLOMBIA,MAJOR,0.1
20035052,CERVEZAS,LLANOS TRADICIONALES + CONS LOCAL,MINOR,0.15
20035053,CERVEZAS,CENTRO TRADICIONALES + CONS LOCAL,MINOR,0.15
20035054,CERVEZAS,SANTANDERES TRADICIONALES + CONS LOCAL,MAJOR,0.1
20035055,CERVEZAS,EJE CAFETERO TRADICIONALES + CONS LOCAL,MINOR,0.15
20035056,CERVEZAS,ANTIOQUIA-CHOCO TRADICIONALES + CONS LOCAL,MAJOR,0.1
20035057,CERVEZAS,CUNDI-BOY TRADICIONALES + CONS LOCAL,MAJOR,0.1
20035059,CERVEZAS,PACIFICO TRADICIONALES + CONS LOCAL,MAJOR,0.1
20035065,CERVEZAS,TRADICIONALES + CONS LOCAL ATLANTICO,MAJOR,0.1
20130283,CERVEZAS,R LICORERIAS PACIFICO,VERY MINOR,0.2
20199119,CERVEZAS,TOTAL 14 MERCADOS DEPARTAMENTOS,MAJOR,0.1
20199120,CERVEZAS,DPTO CUNDINAMARCA,MAJOR,0.1
20199121,CERVEZAS,DPTO CALDAS QUINDIO RISARALDA,MINOR,0.15
20199122,CERVEZAS,DPTO BOYACA,MINOR,0.15
20199123,CERVEZAS,DPTO ANTIOQUIA,MAJOR,0.1
20199124,CERVEZAS,DPTO VALLE DEL CAUCA,MAJOR,0.1
20199125,CERVEZAS,DPTO CHOCO,MINOR,0.15
20199126,CERVEZAS,DPTO BOLIVAR CORDOBA SUCRE,MAJOR,0.1
20199127,CERVEZAS,DPTO SANTANDER NORTE DE SANTANDER,MAJOR,0.1
20199128,CERVEZAS,DPTO BOGOTA DC,MAJOR,0.1
20199129,CERVEZAS,DPTO ATLANTICO,MAJOR,0.1
20199130,CERVEZAS,DPTO HUILA TOLIMA,MINOR,0.15
20199131,CERVEZAS,DPTO CAQUETA ARAUCA CASANARE PUTUMAYO META,MAJOR,0.1
20199132,CERVEZAS,DPTO CAUCA NARINO,MINOR,0.15
20199133,CERVEZAS,DPTO CESAR LA GUAJIRA MAGDALENA,MAJOR,0.1
20199285,CERVEZAS,TOTAL 10 CIUDADES METRO,MAJOR,0.1
20199286,CERVEZAS,AM CARTAGENA RESTO,VERY MINOR,0.2
20199287,CERVEZAS,AM CUCUTA TRADICIONALES,VERY MINOR,0.2
20199288,CERVEZAS,AM CALI TRADICIONALES,MINOR,0.15
20199289,CERVEZAS,AM BOGOTA ON PREMISE,MAJOR,0.1
20199290,CERVEZAS,AM PEREIRA ON PREMISE,VERY MINOR,0.2
20199291,CERVEZAS,AM IBAGUE ON PREMISE,VERY MINOR,0.2
20199292,CERVEZAS,AM CALI RESTO,MINOR,0.15
20199293,CERVEZAS,AM VILLAVICENCIO ON PREMISE,VERY MINOR,0.2
20199294,CERVEZAS,AM CARTAGENA ON PREMISE,MINOR,0.15
20199295,CERVEZAS,AM CUCUTA ON PREMISE,VERY MINOR,0.2
20199296,CERVEZAS,AM BOGOTA RESTO,MINOR,0.15
20199297,CERVEZAS,AM IBAGUE TRADICIONALES,VERY MINOR,0.2
20199298,CERVEZAS,AM VILLAVICENCIO RESTO,VERY MINOR,0.2
20199299,CERVEZAS,AM MEDELLIN TRADICIONALES,MINOR,0.15
20199300,CERVEZAS,AM BUCARAMANGA RESTO,VERY MINOR,0.2
20199301,CERVEZAS,AM BOGOTA TRADICIONALES,MAJOR,0.1
20199302,CERVEZAS,AM VILLAVICENCIO TRADICIONALES,VERY MINOR,0.2
20199303,CERVEZAS,AM BUCARAMANGA TRADICIONALES,VERY MINOR,0.2
20199304,CERVEZAS,AM BARRANQUILLA ON PREMISE,MINOR,0.15
20199305,CERVEZAS,AM IBAGUE RESTO,VERY MINOR,0.2
20199306,CERVEZAS,AM BARRANQUILLA TRADICIONALES,MINOR,0.15
20199307,CERVEZAS,AM PEREIRA RESTO,VERY MINOR,0.2
20199308,CERVEZAS,AM CARTAGENA TRADICIONALES,MINOR,0.15
20199309,CERVEZAS,AM BARRANQUILLA RESTO,VERY MINOR,0.2
20199310,CERVEZAS,AM BUCARAMANGA ON PREMISE,MINOR,0.15
20199311,CERVEZAS,AM CALI ON PREMISE,MINOR,0.15
20199312,CERVEZAS,AM CUCUTA RESTO,VERY MINOR,0.2
20199313,CERVEZAS,AM MEDELLIN RESTO,MINOR,0.15
20199314,CERVEZAS,AM PEREIRA TRADICIONALES,VERY MINOR,0.2
20199315,CERVEZAS,AM MEDELLIN ON PREMISE,MINOR,0.15
20203737,CERVEZAS,CONSUMO LOCAL BOGOTA,MAJOR,0.1
